,0
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause, American Indian or Alaska Native, non-Hispanic, Crude Rate",-0.0005884421356615958
"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older, Asian or Pacific Islander, non-Hispanic, Crude Rate",-0.0005823056416623962
"Pneumococcal vaccination among adults aged 65 years and older, Overall, Age-adjusted Prevalence",-0.0005821038825515955
"Received health care provider counseling for physical activity among adults with arthritis, Female, Crude Prevalence",-0.0005814785524082061
"Chronic liver disease mortality among all people, underlying cause, Asian, non-Hispanic, Crude Rate",-0.0005799144745026408
"Binge drinking prevalence among adults, Black, non-Hispanic, Age-adjusted Prevalence",-0.0005778521336780077
"Health insurance coverage after pregnancy among women with a recent live birth, White, non-Hispanic, Crude Prevalence",-0.0005752204476051946
"Visited dentist or other oral health care provider in the past 12 months among children and adolescents aged 1-17 years, Female, Crude Prevalence",-0.0005744794506649161
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause, Hawaiian or Pacific Islander, non-Hispanic, Crude Rate",-0.0005704436173220226
"Visited dentist or other oral health care provider in the past 12 months among children and adolescents aged 1-17 years, Overall, Crude Prevalence",-0.0005693245318797931
"Average mentally unhealthy days among adults, American Indian or Alaska Native, non-Hispanic, Crude Mean",-0.0005630491280174626
"Diabetic ketoacidosis mortality among all people, underlying or contributing cause, Asian, non-Hispanic, Crude Rate",-0.0005619577389482277
"Binge drinking intensity among adults who binge drink, Female, Crude Median",-0.0005614391974568273
"Average mentally unhealthy days among adults, American Indian or Alaska Native, non-Hispanic, Age-adjusted Mean",-0.0005609900373023361
"Provided care for a friend or family member in the past month among adults, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",-0.0005596599759201845
"No teeth lost among adults aged 18-64 years, Black, non-Hispanic, Age-adjusted Prevalence",-0.0005590641214894225
"Pneumococcal vaccination among adults aged 65 years and older, Overall, Crude Prevalence",-0.0005583165568619409
"Have taken an educational class to learn how to manage arthritis symptoms among adults with arthritis, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",-0.0005525933122924071
"Receipt of evidence-based preventive dental services in the past 12 months among children and adolescents aged 1-17 years, Hispanic, Crude Prevalence",-0.0005512285151897433
"Activity limitation due to arthritis among adults with arthritis, Asian, non-Hispanic, Crude Prevalence",-0.0005479350947598657
"No teeth lost among adults aged 18-64 years, Black, non-Hispanic, Crude Prevalence",-0.0005427166676899546
"Alcohol use among high school students, Grade 11, Crude Prevalence",-0.0005409657264037322
"Chronic liver disease mortality among all people, underlying cause, Multiracial, non-Hispanic, Age-adjusted Rate",-0.0005358552703671979
"Cerebrovascular disease (stroke) mortality among all people, underlying cause, Asian, non-Hispanic, Crude Rate",-0.0005346194530309611
"Consumed vegetables less than one time daily among adults, Black, non-Hispanic, Age-adjusted Prevalence",-0.0005338500828206736
"Health insurance coverage after pregnancy among women with a recent live birth, Overall, Crude Prevalence",-0.0005301237806219319
"Binge drinking prevalence among high school students, Overall, Crude Prevalence",-0.000526743617175922
"Diseases of the heart mortality among all people, underlying cause, Multiracial, non-Hispanic, Crude Rate",-0.0005267431776821525
"Gestational diabetes among women with a recent live birth, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",-0.0005264270661251839
"Postpartum depressive symptoms among women with a recent live birth, Hispanic, Crude Prevalence",-0.0005258528149516802
"Met aerobic physical activity guideline for substantial health benefits, adults, Asian, non-Hispanic, Crude Prevalence",-0.0005233465037267815
"Postpartum depressive symptoms among women with a recent live birth, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",-0.000520494061242196
"Current electronic vapor product use among high school students, Grade 10, Crude Prevalence",-0.0005196998248604998
"Pneumococcal vaccination among adults aged 18–64 years who are at increased risk, White, non-Hispanic, Crude Prevalence",-0.0005190913647289794
"Current asthma among adults, Black, non-Hispanic, Age-adjusted Prevalence",-0.0005167329895660788
"Current poor mental health among high school students, Male, Crude Prevalence",-0.0005126559239221068
"Binge drinking prevalence among adults, Hispanic, Age-adjusted Prevalence",-0.0005126448160957345
"Consumed vegetables less than one time daily among adults, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",-0.0005096916767448667
"Average recent physically unhealthy days among adults, Asian, non-Hispanic, Crude Mean",-0.000509515681885201
"Consumed regular soda at least one time daily among high school students, Asian, non-Hispanic, Crude Prevalence",-0.0005079590725413025
"Consumed vegetables less than one time daily among high school students, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",-0.0005078961787839415
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause, Hispanic, Age-adjusted Rate",-0.0005076719218691957
"Current smokeless tobacco use among high school students, Black, non-Hispanic, Crude Prevalence",-0.0004992697439818869
"Binge drinking prevalence among high school students, Multiracial, non-Hispanic, Crude Prevalence",-0.0004990098176766753
"Influenza vaccination among adults, White, non-Hispanic, Crude Prevalence",-0.0004972102038325452
"Visited dentist or other oral health care provider in the past 12 months among children and adolescents aged 1-17 years, Male, Crude Prevalence",-0.0004949663614231862
"Preventive dental care in the 12 months before pregnancy among women with a recent live birth, Asian, non-Hispanic, Crude Prevalence",-0.0004920332371011405
"Pneumococcal vaccination among adults aged 18–64 years who are at increased risk, Hispanic, Crude Prevalence",-0.00048421665827413235
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause, American Indian or Alaska Native, non-Hispanic, Crude Rate",-0.00048371686189919506
"Binge drinking frequency among adults who binge drink, American Indian or Alaska Native, non-Hispanic, Crude Median",-0.00048213808486476036
"Visited dentist or dental clinic in the past year among adults, Age 45-64, Crude Prevalence",-0.00047833686753945975
"Current asthma among adults, Black, non-Hispanic, Crude Prevalence",-0.0004781666934447412
"Recent activity limitation among adults, Hawaiian or Pacific Islander, non-Hispanic, Age-adjusted Mean",-0.00047570538731525613
"Quit attempts in the past year among adult current smokers, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",-0.00047024347308340016
"Diabetes mortality among all people, underlying or contributing cause, Multiracial, non-Hispanic, Age-adjusted Rate",-0.0004682652212967118
"Visited dentist or dental clinic in the past year among adults, Age >=65, Crude Prevalence",-0.0004677174331125823
"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause, Multiracial, non-Hispanic, Age-adjusted Rate",-0.0004673093001358519
"Met aerobic physical activity guideline for substantial health benefits, adults, Asian, non-Hispanic, Age-adjusted Prevalence",-0.00046548832593971913
"Consumed vegetables less than one time daily among adults, American Indian or Alaska Native, non-Hispanic, Age-adjusted Prevalence",-0.0004625979619815856
"Influenza vaccination among adults 18–64 who are at increased risk, American Indian or Alaska Native, non-Hispanic, Age-adjusted Prevalence",-0.0004624603097403811
"Coronary heart disease mortality among all people, underlying cause, Multiracial, non-Hispanic, Crude Rate",-0.00046068311381010883
"Children and adolescents aged 6-13 years meeting aerobic physical activity guideline, Hawaiian or Pacific Islander, non-Hispanic, Crude Prevalence",-0.000456449600060646
"Asthma mortality among all people, underlying cause, Black, non-Hispanic, Age-adjusted Rate",-0.0004539052616614016
"Alcohol use among high school students, Grade 10, Crude Prevalence",-0.0004524601424239041
"Current poor mental health among high school students, Grade 9, Crude Prevalence",-0.0004521140582240159
"Chronic liver disease mortality among all people, underlying cause, Asian, non-Hispanic, Age-adjusted Rate",-0.0004514925624005832
"Met aerobic physical activity guideline among high school students, Multiracial, non-Hispanic, Crude Prevalence",-0.00044736029335258875
"Average recent physically unhealthy days among adults, Asian, non-Hispanic, Age-adjusted Mean",-0.00044316128348635214
"Visited dentist or dental clinic in the past year among adults, Female, Crude Prevalence",-0.0004424942831497658
"Visited dentist or other oral health care provider in the past 12 months among children and adolescents aged 1-17 years, American Indian or Alaska Native, non-Hispanic, Crude Prevalence",-0.00043995194200124383
"Current poor mental health among high school students, Grade 12, Crude Prevalence",-0.00043857072473613634
"Recent activity limitation among adults, Hawaiian or Pacific Islander, non-Hispanic, Crude Mean",-0.00043776528569741354
"Diabetic ketoacidosis mortality among all people, underlying or contributing cause, Hispanic, Age-adjusted Rate",-0.00043527558743462
"Visited dentist or dental clinic in the past year among adults, Female, Age-adjusted Prevalence",-0.0004299563854091955
"Visited dentist or dental clinic in the past year among adults, Overall, Crude Prevalence",-0.0004267103258053342
"Visited dentist or dental clinic in the past year among adults, Overall, Age-adjusted Prevalence",-0.0004241815512527626
"Pneumococcal vaccination among adults aged 18–64 years who are at increased risk, Multiracial, non-Hispanic, Age-adjusted Prevalence",-0.0004219421478176476
